122,0,1,35.851,0,77,3,55.06,4.78,14.77,0,0,1.254,
154,0,1,57.5916,0,6,0,50.298,4.37,7.86,0,0,1.631,
301,0,3,44.3724,0,17,20,9.492,4.55,14.31,0,0,-0.047,
355,0,4,30.1224,0,10,30,34.18,4.99,2.03,0,0,1.619,
443,0,5,20.1458,0,5,42,28.197,4.61,25.38,0,0,1.029,
677,0,8,23.168,1,29,5,26.981,2.07,33.6,0,0,-0.038,
746,0,9,10.0897,1,59,9,0.785,2.28,59.89,0,0,0.38,
765,0,9,24.5399,0,45,44,49.158,3.88,23.28,0,0,1.013,
910,0,11,15.9082,0,15,28,2.362,4.89,52.94,0,0,0.487,
1067,0,13,14.15,1,15,11,1.017,2.83,9.79,0,0,-0.19,
1168,0,14,36.1081,1,20,12,24.11,4.79,10.01,0,0,1.572,
1170,0,14,38.4327,0,18,55,57.671,4.44,6.62,0,0,1.64,
1366,0,17,5.5356,1,38,40,54.045,4.61,12.88,0,0,0.059,
1473,0,18,19.7053,1,36,47,7.178,4.51,23.11,0,0,0.054,
1562,0,19,25.683,0,8,49,25.786,3.56,11.26,0,0,1.214,
1599,0,20,1.9142,0,64,52,39.444,4.23,116.38,0,0,0.576,
2021,0,25,39.202,0,77,15,18.126,2.82,133.78,0,0,0.618,
2072,0,26,12.1162,0,43,40,47.674,3.93,42.51,0,0,0.175,
2081,0,26,16.8674,0,42,18,18.439,2.4,42.14,0,0,1.083,
2210,0,27,55.7127,0,33,0,25.361,4.86,5.95,0,0,1.634,
2472,0,31,24.8561,0,48,48,12.822,4.76,18.97,0,0,0.018,
2484,0,31,32.5608,0,62,57,29.108,4.36,23.35,0,0,-0.064,
2487,0,31,33.3552,0,62,57,55.619,4.53,18.95,0,0,0.147,
2505,0,31,46.3179,1,54,31,20.369,4.74,9.2,0,0,-0.098,
2599,0,32,59.9865,1,62,55,54.436,4.17,0.79,0,0,0.13,
2912,0,36,52.839,1,33,43,9.668,4.34,4.97,0,0,-0.123,
2920,0,36,58.267,1,53,53,48.954,3.69,5.46,0,0,-0.196,
3031,0,38,33.4993,1,29,18,44.528,4.34,19.34,0,0,0.871,
3092,0,39,19.5974,1,30,51,40.413,3.27,32.19,0,0,1.268,
3179,0,40,30.3872,1,56,32,14.673,2.24,14.27,0,0,1.17,
3245,0,41,19.576,0,46,5,6.034,4.59,13.19,0,0,0.953,
3300,0,42,3.8842,1,50,30,45.149,4.8,2.94,0,0,-0.105,
3405,0,43,21.244,0,57,27,47.151,4.36,13.57,0,0,0.024,
3414,0,43,28.0907,1,47,1,28.692,4.95,18.71,0,0,0.17,
3419,0,43,35.2283,0,17,59,12.063,2.04,34.04,0,0,1.019,
3455,0,44,11.4055,0,10,36,33.385,4.77,15.54,0,0,0.998,
3504,0,44,43.5021,1,48,17,3.777,4.48,3.6,0,0,-0.069,
3693,0,47,20.3902,1,24,16,2.557,4.08,17.98,0,0,1.1,
3786,0,48,40.8954,1,7,35,6.727,4.44,10.69,0,0,1.5,
3801,0,48,49.9933,1,50,58,5.49,4.9,8.37,0,0,-0.091,
3821,0,49,5.1006,1,57,48,59.572,3.46,167.99,0,0,0.587,
3881,0,49,48.8297,1,41,4,44.237,4.53,4.8,0,0,-0.136,
4147,0,53,0.4905,0,1,8,39.194,4.78,6.28,0,0,1.55,
4151,0,53,4.2793,1,61,7,24.806,4.8,53.85,0,0,0.54,
4292,0,55,0.193,1,58,58,22.068,4.83,8.02,0,0,1.216,
4422,0,56,40.0105,1,59,10,52.197,4.62,15.84,0,0,0.957,
4427,0,56,42.5011,1,60,43,0.299,2.15,5.32,0,0,-0.046,
4436,0,56,45.0977,1,38,29,57.318,3.86,23.93,0,0,0.13,
4463,0,57,12.4278,1,23,25,3.936,4.4,13.44,0,0,0.94,
4577,0,58,36.3459,0,29,21,26.872,4.3,4.85,0,0,-0.154,
4906,1,2,56.6559,1,7,53,24.261,4.27,17.14,0,0,0.952,
5165,1,6,5.1065,0,46,43,6.566,3.32,16.46,0,0,0.885,
5348,1,8,23.0601,0,55,14,44.996,3.94,11.66,0,0,-0.12,
5364,1,8,35.2637,0,10,10,54.941,3.46,27.73,0,0,1.161,
5372,1,8,44.1594,1,86,15,25.625,4.24,10.43,0,0,1.213,
5434,1,9,30.1222,1,47,14,30.567,4.26,4.43,0,0,0.012,
5447,1,9,43.7976,1,35,37,14.99,2.07,16.36,0,0,1.576,
5542,1,11,5.9307,1,55,8,59.812,4.34,23.73,0,0,0.17,
5571,1,11,27.1942,1,21,2,4.832,4.66,7.42,0,0,1.024,
5586,1,11,39.5867,1,30,5,23.027,4.51,20.11,0,0,1.092,
5742,1,13,44.9352,1,24,35,1.553,4.67,8.64,0,0,1.047,
5862,1,15,10.5677,0,45,31,55.55,4.97,66.43,0,0,0.571,
5896,1,15,45.4953,0,68,52,34.453,4.25,48.94,0,0,0.48,
6193,1,19,27.9779,1,27,15,50.713,4.74,10.49,0,0,0.032,
6242,1,20,4.9177,1,58,13,53.818,4.95,1.4,0,0,0.683,
6411,1,22,20.393,1,45,31,43.524,4.87,16.68,0,0,1.077,
6537,1,24,1.4512,0,8,10,57.913,3.6,28.48,0,0,1.065,
6670,1,25,37.2093,0,14,35,55.516,4.9,11.31,0,0,1.231,
6686,1,25,48.603,1,60,14,7.452,2.66,32.81,0,0,0.16,
6692,1,25,55.9042,1,68,7,47.811,4.72,16.89,0,0,1.047,
6813,1,27,39.0851,1,45,24,25.03,4.83,35.33,0,0,0.421,
6867,1,28,21.9417,0,43,19,3.825,3.41,13.94,0,0,1.542,
7007,1,30,10.943,1,6,8,38.159,4.84,9.05,0,0,1.372,
7083,1,31,14.9815,0,49,4,23.077,3.93,22.15,0,0,0.972,
7097,1,31,28.9939,1,15,20,44.992,3.62,11.09,0,0,0.974,
7294,1,33,55.926,1,59,13,55.548,4.68,15.96,0,0,0.991,
7513,1,36,47.977,1,41,24,22.986,4.1,74.25,0,0,0.536,
7588,1,37,42.7517,0,57,14,11.976,0.45,22.68,0,0,-0.158,
7607,1,37,59.5024,1,48,37,42.551,3.59,18.76,0,0,1.275,
7818,1,40,34.8042,1,40,34,37.582,4.96,4.79,0,0,-0.068,
7884,1,41,25.9076,1,5,29,15.376,4.45,8.86,0,0,1.347,
7918,1,41,46.5157,1,42,36,49.705,4.96,79.09,0,0,0.618,
7999,1,42,43.5169,0,3,41,24.421,4.98,2.71,0,0,1.378,
8068,1,43,39.6153,1,50,41,19.556,4.01,4.55,0,0,-0.098,
8102,1,44,5.1275,0,15,56,22.401,3.49,274.17,0,0,0.727,
8198,1,45,23.5887,1,9,9,27.508,4.26,12.63,0,0,0.942,
8497,1,49,35.1911,0,10,41,10.251,4.66,42.35,0,0,0.333,
8645,1,51,27.6106,0,10,20,5.803,3.74,12.59,0,0,1.136,
8796,1,53,4.8998,1,29,34,45.83,3.42,50.87,0,0,0.488,
8832,1,53,31.7652,1,19,17,38.734,3.88,15.96,0,0,-0.047,
8833,1,53,33.3366,1,3,11,14.922,4.61,17.11,0,0,0.928,
8837,1,53,38.8197,0,46,18,8.807,4.39,10.15,0,0,1.597,
8886,1,54,23.6835,1,63,40,12.529,3.35,7.38,0,0,-0.15,
8903,1,54,38.3491,1,20,48,29.878,2.64,54.74,0,0,0.165,
8928,1,54,56.0148,0,67,38,50.932,4.68,15.04,0,0,0.931,
9007,1,55,56.8325,0,51,36,34.512,3.69,57.19,0,0,0.844,
9009,1,56,0.0038,1,68,41,6.956,4.97,4.65,0,0,-0.084,
9061,1,56,40.1587,0,22,31,36.162,4.92,8.18,0,0,1.434,
9095,1,57,9.9929,0,47,23,7.075,4.82,12.22,0,0,0.864,
9153,1,57,55.7754,1,23,35,45.946,4.79,24.49,0,0,0.29,
9236,1,58,45.8718,0,61,34,11.728,2.86,45.74,0,0,0.29,
9347,2,0,0.2248,0,21,4,39.979,3.99,10.84,0,0,1.554,
9480,2,1,57.5498,1,70,54,25.366,4.49,27.91,0,0,0.164,
9487,2,2,2.8006,1,2,45,49.538,3.82,23.45,0,0,0.024,
9505,2,2,18.0742,1,54,29,15.178,4.99,4.41,0,0,-0.071,
9598,2,3,26.1903,1,72,25,16.463,3.95,20.12,0,0,-0.002,
9640,2,3,53.9191,1,42,19,47.454,2.1,9.19,0,0,1.37,
9677,2,4,29.4301,0,29,17,48.623,4.68,9.03,0,0,-0.156,
9884,2,7,10.2858,1,23,27,45.999,2.01,49.48,0,0,1.151,
9977,2,8,29.1458,1,37,51,33.06,4.78,16.48,0,0,0.12,
10053,2,9,25.2861,1,25,56,23.902,4.98,10.19,0,0,0.339,
10064,2,9,32.5209,1,34,59,14.611,3,26.24,0,0,0.14,
10280,2,12,22.3239,1,30,18,11.574,4.94,10.68,0,0,0.77,
10324,2,13,0.011,1,8,50,48.308,4.36,9.01,0,0,0.878,
10340,2,13,13.3408,1,44,13,54.081,4.84,5.86,0,0,1.476,
10602,2,16,30.5003,0,51,30,43.601,3.56,21.06,0,0,-0.12,
10644,2,17,2.4176,1,34,13,29.387,4.84,92.2,0,0,0.607,
10670,2,17,18.8357,1,33,50,50.356,4.03,27.73,0,0,0.019,
11001,2,21,45.023,0,68,39,33.926,4.08,24.1,0,0,0.034,
11313,2,25,37.401,1,50,16,43.197,4.73,9.46,0,0,1.532,
11345,2,25,57.0123,0,12,17,25.627,4.88,6.17,0,0,-0.027,
11407,2,26,59.105,0,47,42,13.777,4.24,6.17,0,0,-0.136,
11484,2,28,9.5179,1,8,27,36.319,4.3,18.53,0,0,-0.053,
11569,2,29,3.9882,1,67,24,8.582,4.46,23.04,0,0,0.153,
11767,2,31,47.0753,1,89,15,50.897,1.97,7.56,0,0,0.636,
11783,2,32,5.2772,0,15,14,39.552,4.74,38.73,0,0,0.454,
11918,2,33,50.7124,0,28,13,56.424,4.96,7.19,0,0,-0.05,
12093,2,35,52.489,1,5,35,35.886,4.87,8.77,0,0,0.88,
12387,2,39,28.9483,1,0,19,42.66,4.08,5.04,0,0,-0.212,
12390,2,39,33.7317,0,11,52,17.694,4.83,36.99,0,0,0.447,
12394,2,39,35.2237,0,68,16,1.011,4.12,21.27,0,0,-0.061,
12413,2,39,47.9193,0,42,53,29.88,4.74,25.15,0,0,0.061,
12486,2,40,39.9317,0,39,51,19.113,4.11,22.42,0,0,1.006,
12623,2,42,14.9288,1,40,11,39.793,4.91,40.52,0,0,0.582,
12706,2,43,18.1246,1,3,14,10.218,3.47,39.78,0,0,0.093,
12719,2,43,27.1105,1,27,42,25.815,4.65,8.82,0,0,-0.122,
12770,2,44,7.3545,0,13,51,31.233,4.24,7.4,0,0,-0.122,
12777,2,44,11.688,1,49,13,43.199,4.1,89.03,0,0,0.514,
12828,2,44,56.3734,1,10,6,51.191,4.27,38.71,0,0,0.311,
12843,2,45,5.9815,0,18,34,21.543,4.47,71.56,0,0,0.481,
12876,2,45,32.5326,0,67,37,0.206,4.83,11.06,0,0,0.058,
13061,2,47,54.4415,1,29,14,50.726,4.52,18.06,0,0,1.112,
13147,2,49,5.3595,0,32,24,22.623,4.45,19.31,0,0,0.981,
13209,2,49,58.9894,1,27,15,38.846,3.61,20.45,0,0,-0.1,
13244,2,50,28.5368,0,75,4,0.772,4.76,9.92,0,0,1.337,
13254,2,50,34.9142,1,38,19,8.07,4.22,25.54,0,0,0.343,
13268,2,50,41.7928,1,55,53,43.906,3.77,2.45,0,0,1.69,
13288,2,51,2.3459,0,21,0,14.324,4.76,17.85,0,0,0.906,
13328,2,51,30.8309,1,35,3,35.619,4.56,7.97,0,0,1.554,
13531,2,54,15.4625,1,52,45,44.964,3.93,13.15,0,0,0.758,
13701,2,56,25.6038,0,8,53,51.395,3.89,24.49,0,0,1.088,
13847,2,58,15.7156,0,40,18,17.046,2.88,20.22,0,0,0.128,
13879,2,58,45.6505,1,39,39,46.179,4.68,10.02,0,0,0.065,
13884,2,58,47.766,0,64,4,16.67,4.98,10.4,0,0,0.126,
13905,2,59,3.7098,1,35,10,59.211,4.94,9.31,0,0,1.235,
13914,2,59,12.7339,1,21,20,25.601,4.63,11.15,0,0,0.048,
13954,2,59,42.8963,1,8,54,26.644,4.71,7.69,0,0,-0.109,
14135,3,2,16.7791,1,4,5,23.731,2.54,14.82,0,0,1.63,
14146,3,2,23.5931,0,23,37,27.61,4.08,37.85,0,0,0.163,
14328,3,4,47.7902,1,53,30,23.221,2.91,12.72,0,0,0.716,
14354,3,5,10.497,1,38,50,25.919,3.32,10.03,0,0,1.528,
14382,3,5,32.4257,1,56,42,19.973,4.77,15.95,0,0,1.018,
14576,3,8,10.1297,1,40,57,20.344,2.09,35.14,0,0,-0.003,
14632,3,9,2.8833,1,49,36,48.6,4.05,94.93,0,0,0.595,
14668,3,9,29.6291,1,44,51,28.4,3.79,29.05,0,0,0.98,
14817,3,11,17.4015,1,39,36,41.655,4.61,10.69,0,0,1.115,
14838,3,11,37.6697,1,19,43,36.112,4.35,19.44,0,0,1.033,
14862,3,11,56.2385,1,74,23,37.928,4.85,20.15,0,0,0.035,
14879,3,12,4.28,0,28,59,20.782,3.8,70.86,0,0,0.543,
15110,3,14,54.1148,1,21,2,40.663,4.87,9.59,0,0,-0.007,
15197,3,15,50.0268,0,8,49,11.426,4.8,27.18,0,0,0.232,
15382,3,18,22.0956,0,22,30,40.139,4.86,12.79,0,0,0.904,
15416,3,18,43.8239,1,34,13,21.625,4.85,2.21,0,0,1.491,
15457,3,19,21.5389,1,3,22,11.894,4.84,109.18,0,0,0.681,
15474,3,19,30.9697,0,21,45,28.592,3.7,12.63,0,0,1.614,
15510,3,19,53.2248,0,43,4,17.577,4.26,165.02,0,0,0.711,
15520,3,19,59.2568,1,65,39,8.378,4.74,4.07,0,0,-0.108,
15549,3,20,20.3663,1,29,2,54.594,4.47,5.09,0,0,1.555,
15648,3,21,26.6071,1,43,19,46.746,4.96,21,0,0,0.051,
15863,3,24,19.3485,1,49,51,40.474,1.79,5.51,0,0,0.481,
15900,3,24,48.8376,1,9,1,44.634,3.61,15.42,0,0,0.887,
16083,3,27,10.1209,1,9,43,57.981,3.73,14.68,0,0,-0.082,
16147,3,28,3.0501,1,49,3,46.553,4.99,5.72,0,0,-0.091,
16228,3,29,4.1344,1,59,56,25.205,4.21,0.76,0,0,0.419,
16244,3,29,22.0303,1,49,30,32.469,4.67,5.84,0,0,-0.096,
16245,3,29,22.1864,0,62,56,18.364,4.71,46.65,0,0,0.41,
16281,3,29,54.746,1,58,52,43.509,4.55,1.32,0,0,0.489,
16335,3,30,34.4822,1,47,59,42.619,4.36,9.23,0,0,1.367,
16341,3,30,37.0499,0,5,4,30.588,4.74,8.57,0,0,-0.092,
16369,3,30,52.367,1,12,56,12.055,4.14,9.05,0,0,1.112,
16537,3,32,56.4216,0,9,27,29.901,3.72,310.75,0,0,0.881,
16611,3,33,47.2479,0,21,37,58.137,4.26,11.02,0,0,-0.106,
16826,3,36,29.3601,1,48,11,33.722,4.32,4.66,0,0,-0.058,
16852,3,36,52.519,1,0,24,10.199,4.29,72.89,0,0,0.575,
16870,3,37,5.6781,0,40,16,28.239,4.57,14.88,0,0,1.023,
17304,3,42,14.8991,0,31,56,18.225,4.99,4.45,0,0,-0.159,
17313,3,42,22.6435,1,33,57,54.14,4.97,3.53,0,0,-0.048,
17351,3,42,50.122,0,37,18,48.041,4.59,18.34,0,0,1.191,
17358,3,42,55.4821,1,47,47,15.552,3.01,6.18,0,0,-0.125,
17378,3,43,14.9561,0,9,45,54.715,3.52,110.58,0,0,0.915,
17440,3,44,11.5549,0,64,48,25.538,3.84,32.71,0,0,1.133,
17448,3,44,19.1264,1,32,17,17.784,3.84,2.21,0,0,0.022,
17499,3,44,52.5235,1,24,6,48.414,3.72,8.8,0,0,-0.105,
17529,3,45,11.6434,1,42,34,42.76,3.77,5.86,0,0,0.425,
17531,3,45,12.4821,1,24,28,2.564,4.3,8.75,0,0,-0.11,
17573,3,45,49.5931,1,24,22,4.289,3.87,9.06,0,0,-0.063,
17587,3,46,2.3326,1,63,20,42.244,4.78,4.08,0,0,0.747,
17593,3,46,8.5024,0,12,6,6.247,4.43,6.56,0,0,1.604,
17608,3,46,19.5603,1,23,56,54.463,4.14,9.08,0,0,-0.051,
17651,3,46,50.989,0,23,14,54.377,4.22,55.79,0,0,0.434,
17678,3,47,14.2315,0,74,14,21.273,3.26,15.23,0,0,1.59,
17702,3,47,29.0642,1,24,6,18.871,2.85,8.87,0,0,-0.086,
17797,3,48,35.8229,0,37,37,12.464,4.3,20.23,0,0,-0.038,
17847,3,49,9.7312,1,24,3,12.687,3.62,8.57,0,0,-0.07,
17874,3,49,27.2809,0,36,12,0.405,4.17,15.54,0,0,0.927,
17884,3,49,31.2854,1,65,31,33.623,4.39,3.38,0,0,1.87,
17959,3,50,21.4758,1,71,19,56.524,4.59,9.73,0,0,0.064,
18216,3,53,42.683,0,24,36,43.965,4.64,8.46,0,0,-0.136,
18246,3,54,7.9185,1,31,53,1.168,2.84,3.32,0,0,0.271,
18255,3,54,17.4866,0,2,57,17.041,4.46,9.46,0,0,0.672,
18488,3,57,8.2927,1,61,6,32.101,4.99,1.76,0,0,1.435,
18505,3,57,25.4355,1,63,4,20.098,4.95,9.65,0,0,-0.074,
18532,3,57,51.2211,1,40,0,36.983,2.9,6.06,0,0,-0.199,
18543,3,58,1.7301,0,13,30,29.681,2.97,14.75,0,0,1.588,
18597,3,58,44.7375,0,61,24,0.542,4.56,6.15,0,0,1.59,
18614,3,58,57.8997,1,35,47,27.697,3.98,1.84,0,0,0.016,
18673,3,59,55.4761,0,24,0,58.524,4.62,9.85,0,0,-0.121,
18724,4,0,40.8206,1,12,29,25.353,3.41,8.81,0,0,-0.099,
18744,4,0,53.805,0,62,9,33.729,4.48,6.65,0,0,1.5,
18772,4,1,18.0711,0,61,4,44.585,4.97,9.85,0,0,1.386,
18907,4,3,9.3768,1,5,59,21.513,3.91,25.24,0,0,0.032,
19038,4,4,41.6579,1,22,4,55.444,4.36,18.04,0,0,1.064,
19167,4,6,35.0553,1,50,21,4.861,4.25,9.41,0,0,-0.011,
19343,4,8,39.6733,1,47,42,45.337,3.96,5.89,0,0,-0.025,
19515,4,10,50.433,0,41,59,37.468,4.93,18.61,0,0,0.334,
19587,4,11,51.9332,0,6,50,16.003,4.04,25.98,0,0,0.327,
19740,4,13,56.3909,1,9,15,50.034,4.84,8.78,0,0,0.799,
19747,4,14,0.0813,0,42,17,37.943,3.85,27.85,0,0,1.085,
19777,4,14,23.6932,0,10,15,21.2,4.87,15.8,0,0,1.156,
19780,4,14,25.4311,0,62,28,26.324,3.33,19.98,0,0,0.915,
19811,4,14,53.3102,1,40,29,1.406,4.67,5.2,0,0,1.007,
19812,4,14,53.8577,1,48,24,33.743,4.12,4.51,0,0,0.935,
19849,4,15,17.6382,0,7,38,40.41,4.43,198.24,0,0,0.82,
19860,4,15,32.0452,1,8,53,32.676,4.27,7.5,0,0,-0.054,
19893,4,16,1.4914,0,51,29,13.545,4.26,49.26,0,0,0.312,
19921,4,16,29.0835,0,59,18,6.294,4.44,54.84,0,0,1.078,
19990,4,17,15.6862,1,20,34,43.465,4.93,34.87,0,0,0.259,
20042,4,17,53.6186,0,33,47,53.993,3.55,18.27,0,0,-0.108,
20070,4,18,14.5755,1,50,17,44.302,4.6,10.25,0,0,0.043,
20205,4,19,47.5339,1,15,37,39.721,3.65,21.17,0,0,0.981,
20250,4,20,21.2348,1,27,21,3.386,4.97,9.53,0,0,1.15,
20252,4,20,24.656,1,34,34,0.272,4.93,14.42,0,0,0.95,
20354,4,21,33.1487,1,46,29,56.266,4.8,7.03,0,0,-0.022,
20455,4,22,56.0273,1,17,32,33.303,3.77,21.29,0,0,0.983,
20535,4,24,2.1654,0,34,1,1.151,3.97,11.95,0,0,1.468,
20542,4,24,5.6938,1,17,26,39.162,4.8,22.36,0,0,0.154,
20635,4,25,22.0988,1,22,17,38.332,4.21,21.27,0,0,0.136,
20648,4,25,29.3174,1,17,55,40.761,4.3,22.05,0,0,0.049,
20711,4,26,18.3948,1,22,48,49.298,4.28,21.07,0,0,0.263,
20713,4,26,20.6717,1,15,37,6.046,4.48,20.86,0,0,0.262,
20732,4,26,36.3768,1,14,42,49.888,4.69,7.17,0,0,0.979,
20877,4,28,26.3651,1,16,21,34.664,4.96,16.78,0,0,1.137,
20885,4,28,34.4323,1,15,57,43.982,3.84,20.66,0,0,0.952,
20889,4,28,36.9333,1,19,10,49.875,3.53,21.04,0,0,1.014,
20894,4,28,39.6749,1,15,52,15.408,3.4,21.89,0,0,0.179,
21029,4,30,33.5691,1,16,11,38.672,4.78,22.54,0,0,0.17,
21139,4,31,52.6695,0,0,2,38.368,4.91,3.93,0,0,1.32,
21248,4,33,30.6295,0,29,45,56.995,4.49,26.22,0,0,0.972,
21273,4,33,50.8552,1,14,50,40.155,4.65,21.39,0,0,0.255,
21281,4,33,59.7184,0,55,2,42.02,3.3,18.56,0,0,-0.079,
21393,4,35,33.0717,0,30,33,44.318,3.81,15.62,0,0,0.957,
21402,4,35,39.2336,1,10,9,39.301,4.25,21.68,0,0,0.184,
21421,4,35,55.2005,1,16,30,35.142,0.87,50.09,0,0,1.538,
21444,4,36,19.1406,0,3,21,8.813,3.93,5.56,0,0,-0.21,
21476,4,36,41.4336,1,41,15,53.477,4.25,5.08,0,0,1.171,
21589,4,38,9.4017,1,12,30,39.147,4.27,21.79,0,0,0.122,
21594,4,38,10.8709,0,14,18,12.913,3.86,29.84,0,0,1.082,
21644,4,38,53.5937,0,12,7,23.082,4.99,14.34,0,0,0.074,
21683,4,39,16.4519,1,15,55,4.887,4.67,20.51,0,0,0.147,
21763,4,40,26.4939,0,19,40,16.525,4.32,9.03,0,0,1.599,
21770,4,40,33.8231,0,41,51,48.853,4.44,49.67,0,0,0.342,
